
28535440805,28535440805,28535440805,28535440805,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,28535440805,28535440805,28535440805,28535440805,
28535440805,28535440805,28535440805,28535440805,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,28535440805,28535440805,28535440805,28535440805,
28535440805,28535440805,28535440805,28535440805,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,28535440805,28535440805,28535440805,28535440805,
28535440805,28535440805,28535440805,28535440805,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,28535440805,28535440805,28535440805,28535440805,
25404038618010,25404038618010,25404038618010,25404038618010,1,1,1,1,1,1,1,1,25404038618010,25404038618010,25404038618010,25404038618010,
25404038618010,25404038618010,25404038618010,25404038618010,26353479974369,26353479974369,26353479974369,23985013827366,23985013827366,23985013827366,23985013827366,1,25404038618010,25404038618010,25404038618010,25404038618010,
25404038618010,25404038618010,25404038618010,25404038618010,26353479974369,26353479974369,22543139518620,22091151736433,22091151736433,22091151736433,22091151736433,1,25404038618010,25404038618010,25404038618010,25404038618010,
25404038618010,25404038618010,25404038618010,25404038618010,26353479974369,23176184160908,22543139518620,22091151736433,22091151736433,22091151736433,22091151736433,1,25404038618010,25404038618010,25404038618010,25404038618010,
25404038618010,25404038618010,25404038618010,25404038618010,25921408291103,23176184160908,22543139518620,22091151736433,22091151736433,22091151736433,22091151736433,1,25404038618010,25404038618010,25404038618010,25404038618010,
25404038618010,25404038618010,25404038618010,25404038618010,25921408291103,23176184160908,22543139518620,22091151736433,22091151736433,22091151736433,22091151736433,1,25404038618010,25404038618010,25404038618010,25404038618010,
25404038618010,25404038618010,25404038618010,25404038618010,25921408291103,23176184160908,22849382142321,22370760187594,22370760187594,22370760187594,22370760187594,1,25404038618010,25404038618010,25404038618010,25404038618010,
25404038618010,25404038618010,25404038618010,25404038618010,25921408291103,25921408291103,25921408291103,23131548080381,23131548080381,23131548080381,23131548080381,1,25404038618010,25404038618010,25404038618010,25404038618010,
28535440805,28535440805,28535440805,28535440805,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,28535440805,28535440805,28535440805,28535440805,
28535440805,28535440805,28535440805,28535440805,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,28535440805,28535440805,28535440805,28535440805,
28535440805,28535440805,28535440805,28535440805,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,28535440805,28535440805,28535440805,28535440805,
28535440805,28535440805,28535440805,28535440805,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,25404038618010,28535440805,28535440805,28535440805,28535440805,
